Year,bank_id,Model,MES,CoVaR,ACoVaR,Size,Lev,Cost_TI,NPA,DSIB,RWA_TA,WPS,ROE,Acquirer,Target,Type,Distance
2020,RBL,BM3,-10.1304746,-2.5452507,-0.8897438,11.39614182,8.407655159,27.1046828,3.623296058,0,3.4754667,0.4136818,5.578226945,0,0,0,28.89049095
2019,RBL,BM3,-3.7975936,-1.6673468,-0.5930006,11.29425712,10.64733246,26.37215794,1.379810467,0,3.9450627,0.4531391,12.1837275,0,0,0,25.45547815
2018,RBL,BM3,-2.613439,-1.498745,-0.5161999,11.03247959,9.253592388,26.96331343,1.398578205,0,4.426069,0.3722422,11.52657644,0,0,0,25.56262326
2017,RBL,BM3,-0.6770918,-1.4720697,-0.6196734,10.79291613,11.22683046,23.64011521,1.204737436,0,5.6183448,0.3112834,12.17903612,0,0,0,22.68840579
2016,RBL,BM3,-2.1586252,-1.7035531,-0.6516598,10.57543883,13.10071639,23.72093606,0.97600775,0,6.4081234,0.2412513,11.20703862,0,0,0,25.85615156
2024,SIB,BM1,-2.4789093,-1.9849693,-0.5373129,11.67345112,13.30278053,29.42147934,4.501436661,0,1.1190224,0.4689559,13.806768,0,0,0,14.73338494
2023,SIB,BM1,-2.7164823,-1.654278,-0.503267,11.58708798,16.13530956,28.80238152,5.143783498,0,1.1264658,0.4806493,12.37259,0,0,0,17.06763758
2022,SIB,BM2,-2.6570834,-1.9329752,-0.5351079,11.51344954,17.09005503,26.58951401,5.901553261,0,1.3188175,0.5188519,0.771318,0,0,0,16.14034872
2021,SIB,BM1,-1.3393767,-1.7327579,-0.5120731,11.45263575,16.20678807,23.1348874,6.972991531,0,1.4414998,0.5308654,1.097,0,0,0,17.12058205
2020,SIB,BM1,-5.7122148,-2.5018761,-0.5901324,11.48280538,17.71530783,19.49718331,4.977976016,0,1.3907981,0.5941583,1.934261578,0,0,0,15.23109725
2019,SIB,BM1,-1.8349714,-1.8822286,-0.5237556,11.43257424,17.29022705,19.82091791,4.921230022,0,1.5551894,0.6240579,4.67918161,0,0,0,11.87740137
2018,SIB,BM1,-2.4433163,-1.7818582,-0.5132448,11.32280407,15.77019532,18.80464493,3.593433536,0,1.7225147,0.6107306,6.637004759,0,0,0,11.68440655
2017,SIB,BM1,-1.7243283,-1.5964207,-0.4981753,11.21602979,15.32686569,17.9257536,2.452746663,0,1.9612216,0.5950394,9.029246075,0,0,0,11.37262567
2016,SIB,BM1,-3.1441459,-1.9433514,-0.5345066,11.05839951,16.50592014,18.89571031,3.767379038,0,1.7997567,0.5520921,8.961943276,0,0,0,17.01822923
2015,SIB,BM1,-2.6042268,-1.9890169,-0.5406276,10.98726225,16.4587501,16.96784677,1.705603934,0,1.9016575,0.5502796,8.824988,0,0,0,12.76456995
2014,SIB,BM4,-2.2250212,-1.7066879,-0.5099225,10.91483329,16.31461099,16.39986729,1.188415272,0,1.9679271,0.5565467,15.91756,0,0,0,12.21071345
2013,SIB,BM4,-1.8380783,-2.1246876,-0.5512574,10.81567049,16.5640188,16.0858336,1.355264964,0,1.9324914,0.59575,19.405489,0,0,0,15.5481317
2012,SIB,BM1,-2.3862612,-2.077081,-0.5433956,10.60584367,18.600417,16.11520317,0.972584191,0,2.0059934,0.5655886,19.994492,0,0,0,16.81029479
2011,SIB,BM4,-2.1869588,-2.4657839,-0.5809405,10.39880008,17.76676439,17.50219264,1.114973336,0,2.4576713,0.5292333,17.557858,0,0,0,14.91734145
2010,SIB,BM4,-1.6397487,-1.8284464,-0.5182776,10.14776792,17.19128676,17.077913,1.321223165,0,2.8757107,0.4847675,16.761267,0,0,0,9.85185482
2009,SIB,BM4,-3.4642423,-3.2560792,-0.6644361,9.92228019,15.62833135,17.74405983,2.177663788,0,3.7568645,0.4452729,15.80152,0,0,0,19.21776943
2008,SIB,BM4,-5.2393308,-4.095536,-0.7516584,9.746244668,14.72024173,17.30117675,1.774087006,0,3.8333109,0.4565012,16.087857,0,0,0,10.95964197
2007,SIB,BM1,-4.211833,-2.9579172,-0.6313163,9.52168372,18.85814832,20.26879773,3.938167096,0,4.6542561,0.4538189,15.257423,0,0,0,13.12626491
2006,SIB,BM1,-2.8914658,-2.5443841,-0.5944705,9.289837555,16.89539668,27.11932156,4.98928541,0,4.9942303,0.4424974,9.287677,0,0,0,13.10387635
2005,SIB,BM1,-3.2336515,-1.9904443,-0.5378122,9.156677694,20.8181147,23.05648398,6.635371733,0,5.0865841,0.4621518,2.046915,0,0,0,17.35832405
2024,TMB,BM1,-0.5644905,-1.3788546,-0.303098,11.0276451,7.77059567,23.92308567,1.438705825,0,0.8759366,0.2278289,14.438587,0,0,0,31.31106838
2023,TMB,BM1,-1.0928943,-1.4911542,-0.3909349,10.96639262,8.356304629,24.42371961,1.387521882,0,1.0415582,0.2505029,16.784975,0,0,0,29.86101635
2022,TMB,BM1,-2.5448506,-1.6836931,-0.4281076,10.87537359,9.906558781,23.91319653,1.691706543,0,1.2221645,0.2615333,16.577945,0,0,0,29.1894776
2024,YES,BM3,-3.5593752,-1.8969449,-0.571506,12.91285887,9.842779643,30.03849045,1.728148821,0,9.2376886,1.2256327,3.089426,0,0,0,16.33552338
2023,YES,BM3,-2.6133193,-1.5452066,-0.5107028,12.77927044,8.915553213,31.91459738,2.133225,0,9.0455575,1.14065,1.951178,0,0,0,22.70608826
2022,YES,BM3,-3.5775563,-1.9910871,-0.5712775,12.67049895,9.431017279,30.71165735,13.93045622,0,9.0343814,1.1477551,3.185662,0,0,0,24.25365867
2021,YES,BM3,-2.3070853,-1.8034487,-0.492303,12.51921325,8.2401512,25.12420126,15.40720525,0,10.4678982,1.0458488,-12.608,0,0,0,35.52475763
2020,YES,BM3,1.6383054,-2.6082006,-0.6272966,12.4600438,11.86704587,17.74436111,16.80024385,0,11.5077767,0.7539435,-67.52155327,0,0,0,92.05262265
2019,YES,BM3,-5.0833454,-1.8190637,-0.5138527,12.85009829,14.15489851,18.30862232,3.218720532,0,0.7368455,1.7662488,6.533224162,0,0,0,43.64572364
2018,YES,BM3,-0.978003,-1.704356,-0.5035371,12.65218566,12.12990952,20.44928655,1.282332285,0,0.8011715,1.7020355,17.67143704,0,0,0,36.01584989
2017,YES,BM3,-1.2238107,-1.5020718,-0.4994025,12.27867196,9.751489047,20.00126755,1.515331194,0,1.2485872,1.2858257,18.58278606,0,0,0,27.14538489
2016,YES,BM3,-3.7805037,-1.9012187,-0.5722849,12.01529592,11.98725047,18.32110477,0.759042916,0,1.5421903,1.1069394,19.94336531,0,0,0,23.47572932
2015,YES,BM3,-3.6760499,-1.9549114,-0.6037209,11.82166239,11.65844356,16.77653517,0.413590199,0,1.9665032,0.9664767,21.331677,0,0,0,24.28081325
2014,YES,BM3,-2.9143003,-1.6206523,-0.5436396,11.59924801,15.30746343,14.95242623,0.313578925,0,2.2972819,0.869454,25.024808,0,0,0,32.02600028
2013,YES,BM3,-4.902352,-2.0586641,-0.612045,11.50392637,17.06435091,13.97211164,0.20033177,0,1.9773997,0.901191,24.811955,0,0,0,32.7498613
2012,YES,BM3,-3.2052195,-1.9702766,-0.5710857,11.20674915,15.74329907,13.01608029,0.220470372,0,2.6784088,0.7616229,23.067683,0,0,0,32.50902589
2011,YES,BM3,-3.547087,-2.4005934,-0.6139993,10.98541117,15.55240404,14.57251121,0.233860829,0,3.5655468,0.8180192,21.126594,0,0,0,36.64553039
2010,YES,BM3,-2.9349981,-1.8503068,-0.4894295,10.50184346,11.77598911,16.98173362,0.270679315,0,4.5320412,0.5645465,20.269961,0,0,0,32.17802609
2009,YES,BM3,-5.4801573,-3.4125457,-0.7249371,10.03892669,14.09959642,17.16520002,0.682340767,0,7.8120864,0.3979478,20.64749,0,0,0,30.60875823
2008,YES,BM3,-9.2277437,-4.1903672,-0.93687,9.739933876,12.87598973,20.48605006,0.116624258,0,12.8069215,0.3997865,18.995852,0,0,0,26.42922533
2007,YES,BM3,-4.5869164,-2.8832627,-0.6765858,9.315011078,14.10754871,24.738491,0,0,18.5421979,0.3048048,13.879777,0,0,0,30.0281682
2006,YES,BM3,-3.3421762,-2.5642381,-0.6586561,8.333884179,7.268397055,29.70502106,0,0,39.5512309,0.1344483,14.011662,0,0,0,37.75274364
2005,YES,BM3,-0.929676,-2.0923561,-0.5731464,7.153186915,5.890197696,82.96006596,0,0,83.1862592,0.0360823,-1.73212,0,0,0,57.08164993
2024,IDBI,BM2,-4.084942,-2.0030118,-0.6714744,12.80268268,7.281012112,27.31725905,4.528759466,0,13.2998242,1.2775575,11.836288,0,0,0,22.83286038
2023,IDBI,BM2,-3.202942,-1.7179524,-0.6266941,12.70836851,7.29287842,28.33279547,6.375926894,0,15.9165996,1.3398724,8.381406,0,0,0,23.57372002
2022,IDBI,BM2,-4.7613883,-2.1119977,-0.6729866,12.61686604,7.239279972,27.66203549,19.14342093,0,18.7045517,1.3569597,6.216836,0,0,0,26.62864038
2021,IDBI,BM2,-3.0796634,-2.0336658,-0.6549088,12.60405676,8.088982147,24.68689944,22.36674621,0,23.162588,1.4816879,3.838,0,0,0,27.92584049
2020,IDBI,BM2,-6.3799284,-2.6772402,-0.7586135,12.61129806,8.815097251,25.04858881,27.53358454,0,26.0032118,1.5915807,-35.98000873,0,0,0,23.89564596
2019,IDBI,BM2,-0.8656549,-1.9944443,-0.6657553,12.67696492,8.515555339,20.31326714,27.47319455,0,20.8587627,1.7643984,-51.39723598,0,0,0,16.6015238
2018,IDBI,BM2,-1.175819,-1.8812514,-0.6500403,12.76593333,16.50590198,15.79450681,27.95443883,0,8.4619393,2.1021834,-37.63894729,0,0,1,13.65965477
2017,IDBI,BM2,-2.7143763,-1.6990406,-0.6206031,12.79905267,16.03794072,16.16647345,21.24906532,0,5.3171097,2.4167696,-20.51544043,0,0,1,14.42496758
2016,IDBI,BM3,-4.2231878,-1.9993375,-0.667207,12.83572031,13.5413277,13.12918951,10.98349072,0,4.6996334,2.632805,-14.08485968,0,0,1,16.2901044
2015,IDBI,BM3,-5.4035144,-2.0005871,-0.6693796,12.78309042,14.64582323,12.52243291,5.878340902,0,3.8296575,2.7542976,3.642426,0,0,1,16.59654169
2014,IDBI,BM3,-3.8946229,-1.7150282,-0.629497,12.70377764,13.91700632,11.22128323,4.897419396,0,4.1741164,2.7630242,4.997858,0,0,1,25.32742564
2013,IDBI,BM3,-3.5699307,-2.0732408,-0.6868614,12.68469066,15.19910317,11.08183205,3.222819527,0,3.1447944,3.0568821,9.25677,0,0,1,21.88056021
2012,IDBI,BM3,-3.2488992,-2.0314251,-0.6830314,12.57872642,14.94325624,10.23248389,2.568376811,0,3.0201711,3.2616561,11.952238,0,0,1,20.02506105
2011,IDBI,BM3,-3.5454383,-2.4233588,-0.7415465,12.44263296,17.39319895,10.90041675,1.785134828,0,2.848817,3.2138502,13.345393,0,0,1,24.75001076
2010,IDBI,BM3,-3.3566883,-2.0459185,-0.665862,12.36124887,22.97849227,10.42771637,1.536538345,0,2.743914,3.5321238,10.527836,1,0,1,30.0039235
2009,IDBI,BM3,-6.0653278,-3.3772456,-0.8672677,12.0575861,18.29422652,10.2746133,1.381600418,0,3.6335452,2.7663167,9.410795,0,0,1,35.8851627
2008,IDBI,BM3,-7.6192991,-3.8522744,-0.9618335,11.780617,14.81465595,9.963807375,1.871830447,0,4.6405733,2.1986937,8.520766,0,0,1,51.9023834
2007,IDBI,BM3,-7.271822,-2.8783619,-0.8115951,11.55060002,12.51096916,10.55890629,1.888093669,0,5.0806413,1.6075292,8.59205,0,0,1,79.68816849
2006,IDBI,BM3,-6.6701781,-2.5597826,-0.7533973,11.39148955,13.8989267,12.90287587,1.980601638,0,5.5219513,1.2011427,9.119779,1,0,1,91.69269493
2005,IDBI,BM3,-3.7977794,-2.1388008,-0.6819335,11.30664209,13.72381076,13.8283109,1.431781717,0,5.7197595,0.8218857,5.182791,0,0,1,106.7048343
2024,IDFC,BM3,-3.0129508,-1.7854976,-0.6311229,12.59850351,9.20718551,44.64144752,1.883100899,0,14.8203561,0.9228925,10.215568,1,0,0,33.865578
2023,IDFC,BM3,-1.70166,-1.6116229,-0.5912153,12.38815109,9.328569797,44.75296284,2.508853114,0,16.3984616,0.7585248,10.431904,0,0,0,40.43965568
2022,IDFC,BM3,-4.243859,-1.928918,-0.6235661,12.15573472,9.054765754,47.28894896,3.69517641,0,19.530186,0.6148452,0.749729,0,0,0,45.20504008
2021,IDFC,BM3,-3.7419496,-1.825781,-0.6136174,12.00238781,9.161324013,39.01870188,4.148549544,0,25.2653992,0.5692335,2.729,0,0,0,47.50979761
2020,IDFC,BM3,-7.6660855,-2.2425084,-0.7360306,11.91304564,9.72458341,32.50736361,2.597815672,0,24.094073,0.4658874,-17.09881321,0,0,0,67.26130815
2019,IDFC,BM3,-1.8951577,-1.7652032,-0.650598,12.02685543,9.206589289,45.98918304,2.425797372,0,18.4881271,0.5469152,-11.63628171,0,0,0,64.29180284
2018,IDFC,BM3,-2.2453159,-1.7067696,-0.6321818,11.74815709,8.292849628,16.44716552,3.3097226,0,14.9474395,0.408667,5.741206909,1,0,0,52.20902208
2017,IDFC,BM3,-1.5667996,-1.5902674,-0.5762906,11.62767865,7.641319231,13.37732169,2.986780565,0,16.0344281,0.361863,7.203928965,0,0,0,71.9234594
2016,IDFC,BM3,-2.8693897,-1.8539824,-0.6537895,11.32919336,6.104203327,12.60063783,6.157564219,0,18.4977067,0.0814359,3.424548046,0,0,0,60.76597234
2024,BBB,BM3,-3.0451667,-1.8424404,-0.6633994,12.08864888,8.246601591,27.81545172,3.840994107,0,4.9553883,0.6220919,10.839523,0,0,0,29.39526237
2023,BBB,BM3,-1.2806323,-1.5097867,-0.5222091,11.95784903,7.97238112,25.23679438,4.868841517,0,5.224403,0.5667261,11.877881,0,0,0,32.38869851
2022,BBB,BM3,-3.577327,-1.9096935,-0.6066095,11.84219449,7.996891372,21.10666512,6.45809843,0,5.7654956,0.5606927,0.723176,0,0,0,34.06559538
2021,BBB,BM3,-3.7918354,-1.7900247,-0.5771432,11.65282805,6.607017537,19.36473774,6.813143122,0,5.9664426,0.5004531,13.529,0,0,0,48.74136142
2020,BBB,BM3,-10.8136139,-2.4602169,-0.8217467,11.42647174,6.035868819,19.51429445,1.476618814,0,6.400491,0.4084531,22.9095269,0,0,0,57.73729922
2019,BBB,BM3,-1.1132668,-1.7214932,-0.5815184,10.94096375,5.03865264,23.49053981,2.03695175,0,7.2391502,0.3354762,18.96162931,1,0,0,41.39101698
2018,BBB,BM3,-2.7424159,-1.6138995,-0.5320366,10.69896693,4.722906181,23.75083739,1.247409469,0,8.5513052,0.2871713,19.46077012,0,0,0,38.69763204
2020,ALLH*,BM2,-10.150612,-2.3020851,-0.8994784,12.46072307,20.37484993,24.86150457,17.10773543,0,14.6113521,1.6358338,-49.52107025,0,1,1,25.64054232
2019,ALLH*,BM2,-3.4059265,-2.1110051,-0.887709,12.42350299,27.2253145,23.93816951,17.55082303,0,6.7429248,1.6632265,-85.92284274,0,1,1,19.89697701
2018,ALLH*,BM2,-1.0379421,-2.0170711,-0.8854631,12.44001492,24.61089551,20.92601465,15.95977473,0,3.8434004,1.8111221,-38.05745979,0,0,1,18.7000048
2017,ALLH*,BM2,-2.6849445,-1.8488856,-0.8744077,12.37597525,16.58024933,20.01796163,13.0850042,0,2.740114,1.8167768,-2.210939133,1,0,1,15.68822448
2016,ALLH*,BM4,-3.670249,-2.2118645,-0.9030025,12.38766629,17.05238485,17.67109198,9.755149947,0,2.3224862,1.9880247,-5.566431431,1,0,1,8.525774094
2015,ALLH*,BM4,-4.102709,-2.2800738,-0.9145556,12.33313023,17.96254402,17.10644413,5.459324182,0,2.4076717,2.0503219,5.080321,0,0,1,6.764196028
2014,ALLH*,BM4,-4.1194784,-2.0017128,-0.8926146,12.30335489,18.67971046,16.52911166,5.725860446,0,2.4805419,2.2364812,10.124038,0,0,1,7.947846398
2013,ALLH*,BM4,-3.4193308,-2.4072801,-0.9345763,12.22770296,18.00245705,15.64089901,3.92327534,0,2.2181623,2.4057788,10.844085,0,0,1,10.0861222
2012,ALLH*,BM4,-3.8452085,-2.3386413,-0.9261484,12.11688381,17.41137394,15.99926056,1.912446339,0,2.130445,2.4729508,19.635928,0,0,1,9.387465608
2011,ALLH*,BM2,-2.9034624,-2.7009051,-0.9515026,11.92692975,17.78294181,18.8799547,1.798298747,0,2.4288386,2.3484706,18.651029,0,0,1,6.347526769
2010,ALLH*,BM2,-1.9290354,-2.0661825,-0.8545911,11.70930781,18.02163051,16.3663614,1.707245652,0,2.6949523,2.2342016,19.140603,0,0,1,8.210786688
2009,ALLH*,BM4,-3.2168694,-3.4557644,-0.9692675,11.48912453,16.68640615,16.45110635,1.813910375,0,3.4893929,2.0912523,13.882386,0,0,1,10.85420861
2008,ALLH*,BM4,-5.8334998,-4.3418486,-1.0981416,11.32586458,15.88556668,16.22180139,2.009460964,0,4.4919641,2.1570799,20.102179,0,0,1,10.89165328
2007,ALLH*,BM2,-4.0564915,-3.155768,-0.990592,11.12230574,15.11421239,19.52819524,2.610106408,0,5.2729738,2.2078257,18.486952,0,0,1,9.670472379
2006,ALLH*,BM2,-3.24891,-2.8015345,-0.9449612,10.92038333,15.19624158,24.37239718,3.938063725,0,6.0425788,2.2404997,23.670933,0,0,1,16.48297933
2005,ALLH*,BM2,-2.2528307,-2.2413078,-0.8855495,10.71763326,19.39506044,27.97381461,5.797801503,0,6.1290588,2.2182725,27.930545,0,0,1,24.12855098
2020,ANDR*,BM1,-7.5843335,-2.253048,-0.7849107,12.40439493,19.94382026,20.59312231,16.06927548,0,11.4148704,1.5213502,-10.42910037,0,1,1,22.06989348
2019,ANDR*,BM1,-1.7282964,-2.0381532,-0.7526057,12.42645806,18.93726126,17.78186836,16.21469569,0,8.4574696,1.705805,-23.23378518,0,1,1,20.83921681
2018,ANDR*,BM1,-1.7501538,-1.9520335,-0.7678643,12.3974009,22.38537191,16.44396869,17.09328943,0,4.5003135,1.7642054,-30.76435303,0,0,1,19.25611357
2017,ANDR*,BM1,-2.3072158,-1.799249,-0.8024069,12.3153726,19.62752352,16.97502181,12.25108067,0,2.4662231,1.7589179,1.559247965,0,0,1,18.60881135
2016,ANDR*,BM1,-3.6726602,-2.1437509,-0.8297604,12.20588142,18.18761853,15.2373196,8.391565573,0,2.9416829,1.7270229,5.127025215,0,0,1,18.12007572
2015,ANDR*,BM1,-4.4075509,-2.2097059,-0.8710035,12.12903148,18.39912005,15.33116517,5.306949258,0,3.0626844,1.6431514,6.791338,0,0,1,20.61911438
2014,ANDR*,BM1,-4.0522754,-1.9095391,-0.831857,12.02778848,19.15214439,14.77870665,5.293855238,0,3.2684927,1.6622788,5.071149,0,0,1,17.18328208
2013,ANDR*,BM1,-3.0998086,-2.3056537,-0.8639019,11.89340737,17.33156801,14.59620189,3.709380329,0,3.2524751,1.6662309,16.194557,0,0,1,16.05180792
2012,ANDR*,BM1,-3.4439065,-2.2047591,-0.8019355,11.73242548,16.6518092,14.79055495,2.123187379,0,3.4089406,1.6402018,19.248355,0,0,1,16.95734715
2011,ANDR*,BM1,-2.4118858,-2.5602022,-0.7853988,11.59819192,16.77352717,18.55485907,1.379873313,0,3.5733278,1.6409962,23.243791,0,0,1,20.25501443
2010,ANDR*,BM1,-2.543496,-1.9941661,-0.6797123,11.4113622,20.48560344,18.39233567,0.863404664,0,3.8538871,1.6366025,25.961112,0,0,1,19.60049128
2009,ANDR*,BM1,-3.0980919,-3.3524675,-0.7418069,11.1341394,18.77415177,17.98465707,0.82862905,0,5.3581514,1.4616559,18.939225,0,0,1,20.26321552
2008,ANDR*,BM1,-5.7065176,-4.1553198,-0.9381841,10.9436298,17.41685376,18.7982489,1.076513485,0,7.3816166,1.489025,17.970969,0,0,1,18.79148796
2007,ANDR*,BM4,-3.5612206,-2.9783736,-0.7756947,10.76934773,15.06235115,24.80419694,1.406155917,0,9.0041669,1.5370781,17.781251,0,0,1,15.0024949
2006,ANDR*,BM2,-4.8128786,-2.6929284,-0.816737,10.61322974,14.05327113,27.97608537,1.943426197,0,8.5181756,1.5670855,20.524347,0,0,1,17.72491098
2005,ANDR*,BM2,-3.0141145,-2.186231,-0.7700111,10.39600716,17.81636603,27.3271225,2.462330641,0,10.0922339,1.4993099,31.62095,0,0,1,17.08429204
2020,CORP*,BM4,-7.6960099,-2.1384339,-0.5598452,12.34383158,16.69322793,25.98016574,13.8030939,0,4.5297352,1.4694391,-15.77811429,0,1,1,21.68298579
2019,CORP*,BM4,-1.6732263,-1.9356297,-0.538906,12.2717567,12.89342844,19.92642457,15.34538952,0,4.5635072,1.4322415,-46.20808536,0,1,1,15.72024264
2018,CORP*,BM1,-1.9112145,-1.8269851,-0.526046,12.30994293,20.45863298,16.05146245,17.3535361,0,1.6264671,1.5543147,-34.41699649,0,0,1,9.866211145
2017,CORP*,BM1,-1.5872394,-1.6413549,-0.5066651,12.42074463,19.50063918,13.74798323,11.69805844,0,0.8175372,1.9849764,4.661600049,0,0,1,13.6151291
2016,CORP*,BM1,-2.401609,-1.9747046,-0.5440723,12.36676027,20.66391465,13.6174567,9.981889705,0,0.824532,2.0328736,-4.635899863,0,0,1,13.74642524
2015,CORP*,BM1,-2.2523575,-2.0013366,-0.5471593,12.32825938,21.55500943,12.00327137,4.811311851,0,0.668493,2.1130935,5.680773,0,0,1,15.46235487
2014,CORP*,BM4,-2.0590762,-1.7073387,-0.5142427,12.31065097,22.01746609,12.20020701,3.41654902,0,0.647664,2.2663669,5.717004,0,0,1,13.38978141
2013,CORP*,BM4,-3.0160771,-2.1074911,-0.5620601,12.17273473,20.22250229,11.78596816,1.716096697,0,0.6411118,2.2343562,16.082334,0,0,1,10.85262101
2012,CORP*,BM4,-1.9658693,-2.057631,-0.5588634,12.00493775,19.76339914,12.29152578,1.263770105,0,0.6966576,2.1095712,19.541565,0,0,1,10.96842512
2011,CORP*,BM4,-1.6932478,-2.4567212,-0.6041239,11.87415019,20.1054129,15.79915411,0.906087306,0,0.731543,2.0788837,21.889623,0,0,1,21.21280186
2010,CORP*,BM4,-2.028753,-1.9286522,-0.5292745,11.62327918,19.33677744,14.85613586,1.023023289,0,0.8357257,1.9535546,21.932525,0,0,1,16.60041089
2009,CORP*,BM4,-2.8150302,-3.3480658,-0.6966319,11.37258017,17.74852093,14.5873154,1.142965292,0,1.2127092,1.8208282,19.567509,0,0,1,18.65795741
2008,CORP*,BM2,-4.1787834,-4.0356697,-0.7910429,11.10642504,15.74967154,17.09927355,1.47236789,0,1.7814687,1.6693793,18.38856,0,0,1,5.275205686
2007,CORP*,BM1,-3.4853415,-2.9429925,-0.6684456,10.87276238,14.00114164,20.11003412,2.054434291,0,2.1322211,1.5705558,15.017085,0,0,1,4.796287151
2006,CORP*,BM1,-5.6811134,-2.5691815,-0.6128544,10.60922097,12.00235631,24.088614,2.561435849,0,2.5438878,1.5187696,13.824926,0,0,1,3.704656195
2005,CORP*,BM1,-2.6177806,-2.065883,-0.5485392,10.43187352,11.10465629,23.69867528,3.412589625,0,2.6051899,1.4820287,13.811681,0,0,1,6.362108149
2020,OBC*,BM4,-5.6767152,-2.2727165,-0.7791139,12.50039718,16.23087752,26.05595854,12.67355368,0,4.4192789,1.6465652,-12.70762885,0,1,1,12.22474506
2019,OBC*,BM4,-3.4935539,-1.9896477,-0.7306029,12.51428453,14.40105601,22.4691372,12.65936366,0,3.954338,1.8053218,0.358405887,0,1,1,13.44027616
2018,OBC*,BM2,-1.982521,-1.9043117,-0.7354032,12.36026923,19.79713721,17.7885242,17.63332,0,2.5826059,1.7580632,-45.32743628,0,0,1,10.84390699
2017,OBC*,BM4,-2.8671175,-1.7344591,-0.7394794,12.44140057,17.92069866,16.54194658,13.73441716,0,1.1751826,1.9739946,-7.5290872,0,0,1,12.90208586
2016,OBC*,BM4,-4.7374649,-2.1263663,-0.8097691,12.38742708,16.04750015,15.76846828,9.569017778,0,1.1398401,2.0699696,1.086877007,0,0,1,8.610509143
2015,OBC*,BM1,-5.3566808,-2.2175263,-0.8581767,12.34806504,16.72891961,14.75788536,5.17851307,0,1.1400398,2.1625313,3.65362,0,0,1,7.148032114
2014,OBC*,BM4,-4.0403125,-1.903431,-0.8074571,12.3027569,16.40294172,13.91460213,3.990947187,0,1.236219,2.2674914,8.695743,0,0,1,9.224805118
2013,OBC*,BM4,-4.3307923,-2.3410073,-0.8804787,12.2095526,15.70948857,13.76677896,3.21382832,0,1.2074238,2.3674989,10.744761,0,0,1,8.845432784
2012,OBC*,BM4,-3.428209,-2.227398,-0.8284581,12.0869207,14.86577744,13.57631618,3.167188266,0,1.2950393,2.4167312,9.909557,0,0,1,8.917313419
2011,OBC*,BM4,-2.7073076,-2.6017303,-0.8499068,11.99129013,14.53917822,14.50412385,1.98323174,0,1.2707833,2.4760927,15.545495,0,0,1,11.01623445
2010,OBC*,BM1,-3.3809993,-1.9295262,-0.662971,11.8308772,16.68267146,14.71550787,1.744691446,0,1.4537654,2.5333816,14.508685,0,0,1,12.99678464
2009,OBC*,BM1,-5.3053354,-3.3926743,-0.8568102,11.63144239,15.20678049,14.08007945,1.532070209,0,1.7144728,2.4209692,13.512358,0,0,1,10.19844705
2008,OBC*,BM1,-4.7284526,-4.363286,-1.1612338,11.41537134,15.70409411,14.4822817,2.313517812,0,2.2789834,2.3450377,6.209723,0,0,1,7.726451633
2007,OBC*,BM1,-4.9768808,-3.034353,-0.885508,11.21095884,13.20216492,17.29989916,3.202995925,0,2.7087048,2.3729133,10.784675,0,0,1,7.811910423
2006,OBC*,BM1,-5.0243002,-2.7285803,-0.8706762,10.98423068,11.39816253,20.67472548,5.953293185,0,3.8504963,2.3189303,13.113158,0,0,1,8.781187016
2005,OBC*,BM1,-2.7461576,-2.1480169,-0.7533243,10.89802466,16.25166711,19.5171008,9.139444723,0,3.866417,2.6040152,24.187096,0,0,1,21.81115674
2020,SYN*,BM2,-9.0565324,-2.198433,-0.8095869,12.69688798,26.16754041,27.01983783,12.04356698,0,7.136316,2.0126577,-24.79148553,0,1,1,24.26441641
2019,SYN*,BM2,-2.3472095,-2.0260533,-0.7987433,12.64844445,18.78544083,25.27634458,11.36564567,0,5.6166904,2.0167934,-16.42734325,0,1,1,23.20041151
2018,SYN*,BM3,-1.5585144,-1.9468509,-0.8076465,12.68842822,21.68258727,22.35008675,11.53304575,0,3.5740239,2.3128369,-22.13031775,0,0,1,16.39160048
2017,SYN*,BM3,-2.7385332,-1.7396259,-0.8011172,12.60844409,21.08499105,20.78566758,8.504253031,0,2.5141094,2.3449766,2.706787599,0,0,1,18.71582446
2016,SYN*,BM3,-2.8434342,-2.1596904,-0.8651154,12.63774936,24.96092714,20.39219415,6.700028535,0,2.0465192,2.5933259,-12.94248312,0,0,1,19.76140409
2015,SYN*,BM3,-4.8872876,-2.2686217,-0.9127439,12.62193436,23.21314416,15.26926311,3.130349298,0,2.0721432,2.7071495,12.230917,0,0,1,21.24683445
2014,SYN*,BM3,-3.9707775,-2.023141,-0.8950937,12.43663451,21.26454975,16.55410613,2.616376683,0,2.1734211,2.4884449,15.290746,0,0,1,18.8700192
2013,SYN*,BM3,-3.3857309,-2.441119,-0.9505772,12.2789621,20.40748998,17.37535263,1.993337828,0,2.2225381,2.494804,20.471567,0,0,1,20.3394421
2012,SYN*,BM3,-4.3936784,-2.3690837,-0.9205065,12.11433046,20.18194553,17.21780402,2.749535165,0,2.695207,2.4473521,16.323574,0,0,1,21.31370787
2011,SYN*,BM3,-3.6738385,-2.7210966,-0.9270798,11.9610591,22.20143681,20.60574936,2.65456539,0,2.8084814,2.4145142,16.531861,0,0,1,18.12658215
2010,SYN*,BM4,-3.0032501,-2.0206574,-0.7472712,11.84259568,24.71116457,18.13318652,2.426889968,0,2.9557415,2.4652997,15.292147,0,0,1,14.84342526
